category,name,phone,address,latitude,longitude,opening_hours,rental_info,description
15,排球場,基隆商工田徑場,02-24567126#231,基隆市七堵區東新街22號,25.094180490575,121.717768843153,六日,免費對外場地租借,本場為人工跑道200公尺場地供本校學生上課用
16,田徑/跑道,瑪陵國小田徑場,02-24565663,基隆市七堵區大成街1號,25.1099857418962,121.689205169678,六日,免費對外場地租借,本運動場修建於民國100年，周邊另有兒童遊戲設施
17,籃球場,瑪陵國小田徑場,02-24565663,基隆市七堵區大成街1號,25.1099857418962,121.689205169678,六日,免費對外場地租借,本運動場修建於民國100年，周邊另有兒童遊戲設施
18,羽球場,堵南國小活動中心,02-24511339#30,基隆市七堵區大德路120號,25.084121928048,121.692252159119,一二三四五六日,付費對外場地租借,"民國85年1月完工,地下室面積約1樓50%,一樓7間專科教室,二樓禮堂(除舞台運動區32*25M,中設羽球場4座,調高約8M),三樓設看臺."
19,活動中心/多功能空間,明德國中中正堂,02-24561274#225,基隆市七堵區東新街20號,25.0933310819062,121.71540765711,六日,付費對外場地租借,本場館興建於民國65年，位於明德國中內，周邊另有200公尺田徑場一座，場內有4個籃球場。
20,籃球場,明德國中中正堂,02-24561274#225,基隆市七堵區東新街20號,25.0933310819062,121.71540765711,六日,付費對外場地租借,本場館興建於民國65年，位於明德國中內，周邊另有200公尺田徑場一座，場內有4個籃球場。
21,羽球場,長興國小羽球場館,02-24552096#13,基隆市七堵區東新街3號,25.09207743052,121.713618636131,一二三四五,付費對外場地租借,活動中心兼運動場館，室內共有四面羽球場可供運動休閒使用。
22,田徑/跑道,長興國小操場,02-24552096#10,基隆市七堵區東新街3號,25.0915406021981,121.712862253189,一二三四五六,免費對外場地租借,本田徑場共分為六個跑道，直道部分長110公尺，環形跑道總長為150公尺。
23,田徑/跑道,華興國小田徑場,02-24512022,基隆市七堵區泰安路34號,25.087867758828,121.708077192307,六日,付費對外場地租借,本場有160公尺長跑，另有1座國小籃球場，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
24,田徑/跑道,堵南國小運動場,02-24511339#30,基隆市七堵區大德路120號,25.0824930158507,121.692174911696,一二三四五六日,不開放對外場地租借,"本廠興建於民國95年,為200公尺PU跑道."
25,游泳池,百福水漾(百意聖有限公司),02-24518188,基隆市七堵區實踐路259號,25.0871844459628,121.693239331871,一二三四五六日,付費對外場地租借,會館週遭綠意環繞，左手邊百福公園親臨其中，樹木、綠草、蓮花池就在腳邊，右手邊為優美的基隆河畔景觀，不時還可看到牛隻在河邊吃草的畫面，夕陽餘暉映在戶外泳池上，更顯休閒與浪漫。
26,高爾夫球場,小山育樂有限公司,02-24314903,基隆市七堵區八德路21號,25.1130070402791,121.725270152092,一二三四五六日,付費對外場地租借,範例：本場(館)興建於民國○年，位於○○公園內，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
27,田徑/跑道,運動場,02-24526332#312,[206]基隆市七堵區堵南街20號,25.0830044725412,121.68710231781,,付費對外場地租借,本校運動場約跑道約160公尺，主要提供校內學生及教職員課程及戶外運動使用
29,活動中心/多功能空間,活動中心,02-24223031,基隆市 中山區 仁安街 141號,25.1471939337274,121.747106015682,六日,不開放對外場地租借,"本場館興建於民國85年,因場地因素,僅供靜態藝文活動使用."
30,籃球場,輔大聖心國民小學學生活動中心,(02)24282454#203,基隆市中山區西定路166號,25.1356548154487,121.73382784305,,不開放對外場地租借,本活動中心興建於民國81年，位於基隆市輔大聖心國民小學內。
31,籃球場,輔大聖心高中學生活動中心,02-24282454#318,基隆市中山區西定路166號,25.135339016131,121.733896136284,,不開放對外場地租借,本場館興建於民國81年，位於基隆市輔大聖心高中內，設施內有設複合式球場乙座。
32,田徑/跑道,中華國小躲避球場,02-24225530#30,基隆市中山區中華路46巷26號,25.1493392361363,121.738794392446,一二三四五六日,不開放對外場地租借,本風雨操場於103年整建完成，僅有躲避球場地混合與球場。
33,羽球場,中山國小活動中心,02-24223053#30,基隆市中山區通仁街28號,25.1462898087994,121.736122369766,,付費對外場地租借,本場(館)於民國70年啟用，約於99年完成補強並於100年重新鋪設地板，內有三個羽毛球場、數個簡易籃球框，大約可容納500人。
34,綜合/多功能場館,排球場館,02-24371751#23,基隆市中山區中和路64號,25.146589909835,121.720172882015,六日,不開放對外場地租借,為多功能操場，場地內規劃有排球場、躲避球場、籃球半場線，因近年來興建校舍關係，場地已有多處損毀待整建。
35,田徑/跑道,德和國小大操場,02-24278095#30,基隆市中山區文化路164號,25.1550788695792,121.730055212975,六日,付費對外場地租借,"學校自行使用的操場 100年4月完成操場整修,有籃球場及六角訓練場等休閒設施。"
36,田徑/跑道,籃球場館,02-24223068,基隆市中山區中山一路291巷45號,25.1363880037735,121.739968657494,一二三四五六日,付費對外場地租借,本校設有簡易運動場約有100公尺跑道及一面籃球場.
37,籃球場,西康里籃球場,02-24232181,基隆市中山區西定路398巷22號對面,25.1415793886587,121.726579070091,一二三四五六日,不開放對外場地租借,本籃球場設施完工後 為自由使用的空間 但僅限於籃球運動使用
39,籃球場,經國管理暨健康學院綜合運動場,02-24372093#331,基隆市中山區復興路336號,25.1500483023134,121.727818250656,一二三四五,付費對外場地租借,本場館興建於民國86年9月，位於經國管理暨健康學院後山，主體為標準200公尺跑道，周邊有3座標準籃球場及1座排球場(與其中一座籃球場共組裝)。
40,排球場,經國管理暨健康學院綜合運動場,02-24372093#331,基隆市中山區復興路336號,25.1500483023134,121.727818250656,一二三四五,付費對外場地租借,本場館興建於民國86年9月，位於經國管理暨健康學院後山，主體為標準200公尺跑道，周邊有3座標準籃球場及1座排球場(與其中一座籃球場共組裝)。
41,籃球場,籃球場館,02-24633655#530,基隆市中正區祥豐街246號,25.1488373055201,121.77277747156,,不開放對外場地租借,"本活動中心興建於民國71年,於108年10月申請經費補助整建木質地板,標準籃球場一座,壁式籃框四副,單純以教學上課及集會使用."
42,羽球場,八斗國小活動中心,02-24693391#30,基隆市中正區北寧路396巷52號,25.1383548313151,121.797244548798,一二三四五六,付費對外場地租借,本活動中心興建於民國79年，位於基隆市八斗國民小學內，周邊另有操場及體適能等休閒設施。
43,游泳池,基隆市中正區八斗國小游泳池(館),02-24693391#30,基隆市中正區北寧路396巷52號,25.1382431357847,121.798210144043,一二三四五,付費對外場地租借,本校游泳池興建於民國70年，設置有25M游泳池一座。原為露天泳池，目前加蓋後為室內泳池，但無法提供盥洗用熱水
44,田徑/跑道,八斗國小田徑場,02-24693391#30,基隆市中正區北寧路396巷52號,25.1384616704225,121.797872185707,一二三四五六,免費對外場地租借,本操場民國44年，位於八斗國小內，周邊另有體適能設施。
45,籃球場,中正國中體育館,0928112798,中船路36巷59號,25.1356182614067,121.753358244896,二六日,付費對外場地租借,多功能體育館設置有籃球場一座、排球場一座、羽球場地兩座
46,排球場,中正國中體育館,0928112798,中船路36巷59號,25.1356182614067,121.753358244896,二六日,付費對外場地租借,多功能體育館設置有籃球場一座、排球場一座、羽球場地兩座
47,籃球場,中正國中籃球場,02-24282191#23,基隆市中正區中船路36巷59號,25.1353293032404,121.753524541855,一二三四五六日,免費對外場地租借,93年重新整地鋪設綠色壓克力漆99年換裝不鏽鋼籃球架組
49,桌球場,國立臺灣海洋大學體育館,02-24622192#2214,基隆市中正區北寧路2號,25.1503037203117,121.77915680415,一二三四五六日,付費對外場地租借,新體育館於2011年9月正式啟用，館內設有健身房、韻律教室、桌球室、羽球室、網球室及室內跑道等運動設施。
50,健身房,國立臺灣海洋大學體育館,02-24622192#2214,基隆市中正區北寧路2號,25.1503037203117,121.77915680415,一二三四五六日,不開放對外場地租借,新體育館於2011年9月正式啟用，館內設有健身房、韻律教室、桌球室、羽球室、網球室及室內跑道等運動設施。
51,羽球場,國立臺灣海洋大學體育館,02-24622192#2214,基隆市中正區北寧路2號,25.1503037203117,121.77915680415,一二三四五六日,付費對外場地租借,新體育館於2011年9月正式啟用，館內設有健身房、韻律教室、桌球室、羽球室、網球室及室內跑道等運動設施。
52,網球場,國立臺灣海洋大學體育館,02-24622192#2214,基隆市中正區北寧路2號,25.1503037203117,121.77915680415,一二三四五六日,付費對外場地租借,新體育館於2011年9月正式啟用，館內設有健身房、韻律教室、桌球室、羽球室、網球室及室內跑道等運動設施。
53,田徑/跑道,國立臺灣海洋大學體育館,02-24622192#2214,基隆市中正區北寧路2號,25.1503037203117,121.77915680415,一二三四五六日,不開放對外場地租借,新體育館於2011年9月正式啟用，館內設有健身房、韻律教室、桌球室、羽球室、網球室及室內跑道等運動設施。
54,體操室,國立臺灣海洋大學體育館,02-24622192#2214,基隆市中正區北寧路2號,25.1503037203117,121.77915680415,一二三四五六日,不開放對外場地租借,新體育館於2011年9月正式啟用，館內設有健身房、韻律教室、桌球室、羽球室、網球室及室內跑道等運動設施。
55,排球場,排球場館,02-24692366#20,基隆市中正區新豐街100號,25.140370189635,121.787137985229,一二三四五,不開放對外場地租借,本場館興建於民國75年，用於校內上課之用途
56,籃球場,八斗高中風雨球館,02-24692366#24,基隆市中正區新豐街100號,25.1401370896511,121.787116527557,,不開放對外場地租借,本場館興建於87年，作為學校體育課之用途
58,籃球場,籃球場館,02-24622192#2214,基隆市中正區北寧路2號,25.1500677257518,121.772933006287,一二三四五六日,付費對外場地租借,本館興建於民國76年，位於本校校園內，館內設有兩面籃排球專用綜合球場等設施
59,網球場,臺灣海洋大學祥豐網排球場,02-24622192#2214,基隆市中正區北寧路2號,25.150820381611,121.772578954697,一二三四五六日,免費對外場地租借,本場興建於民國77年，位於祥豐校區校園內，周邊另有戶外排球場運動設施。
60,排球場,臺灣海洋大學祥豐網排球場,02-24622192#2214,基隆市中正區北寧路2號,25.150820381611,121.772578954697,一二三四五六日,免費對外場地租借,本場興建於民國77年，位於祥豐校區校園內，周邊另有戶外排球場運動設施。
61,籃球場,臺灣海洋大學操場,02-24622192#2214,基隆市中正區北寧路2號,25.1507426883179,121.777423024178,一二三四五六日,免費對外場地租借,本田徑運動場興建於民國77年，位於學校校門口右側，周邊另有戶外籃球場運動設施。
62,游泳池,臺灣海洋大學游泳池(館),02-24622192#2203,基隆市中正區北寧路2號,25.149194427394,121.778909301645,一二三四五六日,付費對外場地租借,本校游泳池興建於民國77年，設置有50M戶外游泳池一座，20M室內教學池一座等休閒設施。
63,游泳池,臺灣海洋大學游泳池(館),02-24622192#2203,基隆市中正區北寧路2號,25.149194427394,121.778909301645,一二三四五,付費對外場地租借,本校游泳池興建於民國77年，設置有50M戶外游泳池一座，20M室內教學池一座等休閒設施。
64,羽球場,羽球場館,02-24223064#31,基隆市中正區中船路36巷4號,25.1357955211199,121.750579476357,一二三四五,付費對外場地租借,本場館為學校活動中心，內有籃球架、羽球場線、活動式足球門，供學生上課及活動使用。
65,足球場,羽球場館,02-24223064#31,基隆市中正區中船路36巷4號,25.1357955211199,121.750579476357,一二三四五,付費對外場地租借,本場館為學校活動中心，內有籃球架、羽球場線、活動式足球門，供學生上課及活動使用。
66,籃球場,中正國小田徑場,02-24223064#31,基隆市中正區中船路36巷4號,25.1356741103852,121.75084233284,一二三四五六日,不開放對外場地租借,本場地為3道160公尺PU跑道之橢圓田徑場，內一半為籃球場，另一半為躲避球場。
68,田徑/跑道,中正國小田徑場,02-24223064#31,基隆市中正區中船路36巷4號,25.1356741103852,121.75084233284,一二三四五六日,不開放對外場地租借,本場地為3道160公尺PU跑道之橢圓田徑場，內一半為籃球場，另一半為躲避球場。
69,籃球場,正濱國小活動中心,02-24635551#30,基隆市中正區祥豐街216號,25.1461781205288,121.770862340927,,不開放對外場地租借,本館興建於民國82年，位於校區內，周邊另有幼兒專用之兒童遊戲設施、戶外跑道及籃球場等。
70,羽球場,正濱國小活動中心,02-24635551#30,基隆市中正區祥豐街216號,25.1461781205288,121.770862340927,,不開放對外場地租借,本館興建於民國82年，位於校區內，周邊另有幼兒專用之兒童遊戲設施、戶外跑道及籃球場等。
71,籃球場,二信高中學生活動中心,02-24623131#607,基隆市中正區立德路243號,25.1434975713758,121.771414875984,六日,不開放對外場地租借,本校學生活動中心自民國86年九月正式啟用
72,桌球場,二信高中學生活動中心,02-24623131#607,基隆市中正區立德路243號,25.1434975713758,121.771414875984,二三四,不開放對外場地租借,本校學生活動中心自民國86年九月正式啟用
73,滾球/槌球場,二信高中學生活動中心,02-24623131#607,基隆市中正區立德路243號,25.1434975713758,121.771414875984,六日,不開放對外場地租借,本校學生活動中心自民國86年九月正式啟用
74,羽球場,二信高中學生活動中心,02-24623131#607,基隆市中正區立德路243號,25.1434975713758,121.771414875984,二三四,不開放對外場地租借,本校學生活動中心自民國86年九月正式啟用
75,籃球場,忠孝國小活動中心,02-24622934#13,基隆市中正區中正路656巷150號,25.149010964812,121.767145469785,,不開放對外場地租借,本場(館)興建於民國100年，位於忠孝國小內，周邊另有兒童遊戲設施、戶外籃球場等運動設施。
76,羽球場,忠孝國小活動中心,02-24622934#13,基隆市中正區中正路656巷150號,25.149010964812,121.767145469785,,不開放對外場地租借,本場(館)興建於民國100年，位於忠孝國小內，周邊另有兒童遊戲設施、戶外籃球場等運動設施。
77,籃球場,和平國小活動中心,02-24622106#120,基隆市中正區和一路84巷26號,25.1559868745854,121.766029000282,,不開放對外場地租借,無........................................
78,籃球場,正濱國中體育館,02-24631490#24,基隆市中正區正榮街88號,25.1463529369071,121.762982010841,,不開放對外場地租借,"本館興建於民國79年,位於正濱國中內,周邊設有田徑場及室外籃球場，受限場地廁所需至鄰近技藝館獲濱海樓、淋浴間需至技藝館。"
79,田徑/跑道,八斗田徑場,02-24692366,基隆市中正區新豐街100號,25.1402390709488,121.788291335106,一二三四五六日,付費對外場地租借,本田徑場興建於民國101年六月。
80,游泳池,國立臺灣海洋大學附屬基隆海事高級中等學校游泳池(館),02-24633655,基隆市中正區祥豐街246號,25.1481960811588,121.771613526435,,不開放對外場地租借,本校游泳池實施教學及船員訓練班漁民訓練班 
81,籃球場,田徑場,02-24633655,基隆市中正區祥豐街246號,25.1479671144141,121.772255479726,,不開放對外場地租借,本校200公尺pu跑道  內涵2面全場籃球和2面半場籃球場 2面排球場
82,健身房,日光體適能有限公司-自由重量健身俱樂部FW Fitness,02-24251787,基隆市仁愛區仁三路11號b1,25.1275101756668,121.744694709778,一二三四五六日,付費對外場地租借,範例：本場(館)興建於民國○年，位於○○公園內，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
83,健身房,x-jumping 166,02-24258696,基隆市仁愛區愛三路37號四樓,25.1280820700065,121.742239785635,一二三四五六日,付費對外場地租借,範例：本場(館)興建於民國○年，位於○○公園內，周邊另有兒童遊戲設施、戶外體健設施等休閒設施。
84,足球場,南榮國小足球場,02-24223038#30,基隆市仁愛區南榮路321號,25.1189772342014,121.744164865167,六日,付費對外場地租借,本場興建於民國76年，位於南榮國小內，周邊另有兒童遊戲設施、戶外體健設施等休閒設施
85,田徑/跑道,田徑場,02-24313939#20,基隆市仁愛區獅球路6號,25.1262474124693,121.738386154175,一二三四五六日,免費對外場地租借,本田徑場於108年6月將跑道換新完成，提供附近居民絕佳室外運動場地，尤其跑道顏色為五彩，更吸引民眾前來運動。
86,棒壘球場,基隆市國民運動中心委由高線實業股份有限公司,02-24329986,基隆市仁愛區獅球路8-1號,25.1247142542386,121.737816929799,一二三四五六日,不開放對外場地租借,基隆市政府規畫興建的第1座運動中心，於2016年11月完工啟用，是鼓勵民眾運動與休閒的運動場館，讓基隆市民可以盡情運動的新天地，經營團隊將以「專業、服務、安全」之理念為民眾服務。
87,籃球場,基隆市國民運動中心委由高線實業股份有限公司,02-24329986,基隆市仁愛區獅球路8-1號,25.1247142542386,121.737816929799,一二三四五六日,付費對外場地租借,基隆市政府規畫興建的第1座運動中心，於2016年11月完工啟用，是鼓勵民眾運動與休閒的運動場館，讓基隆市民可以盡情運動的新天地，經營團隊將以「專業、服務、安全」之理念為民眾服務。
88,羽球場,基隆市國民運動中心委由高線實業股份有限公司,02-24329986,基隆市仁愛區獅球路8-1號,25.1247142542386,121.737816929799,一二三四五六日,付費對外場地租借,基隆市政府規畫興建的第1座運動中心，於2016年11月完工啟用，是鼓勵民眾運動與休閒的運動場館，讓基隆市民可以盡情運動的新天地，經營團隊將以「專業、服務、安全」之理念為民眾服務。
89,高爾夫球場,基隆市國民運動中心委由高線實業股份有限公司,02-24329986,基隆市仁愛區獅球路8-1號,25.1247142542386,121.737816929799,,付費對外場地租借,基隆市政府規畫興建的第1座運動中心，於2016年11月完工啟用，是鼓勵民眾運動與休閒的運動場館，讓基隆市民可以盡情運動的新天地，經營團隊將以「專業、服務、安全」之理念為民眾服務。
90,排球場,基隆市國民運動中心委由高線實業股份有限公司,02-24329986,基隆市仁愛區獅球路8-1號,25.1247142542386,121.737816929799,,付費對外場地租借,基隆市政府規畫興建的第1座運動中心，於2016年11月完工啟用，是鼓勵民眾運動與休閒的運動場館，讓基隆市民可以盡情運動的新天地，經營團隊將以「專業、服務、安全」之理念為民眾服務。
92,游泳池,基隆市國民運動中心委由高線實業股份有限公司,02-24329986,基隆市仁愛區獅球路8-1號,25.1247142542386,121.737816929799,,不開放對外場地租借,基隆市政府規畫興建的第1座運動中心，於2016年11月完工啟用，是鼓勵民眾運動與休閒的運動場館，讓基隆市民可以盡情運動的新天地，經營團隊將以「專業、服務、安全」之理念為民眾服務。
93,桌球場,基隆市國民運動中心委由高線實業股份有限公司,02-24329986,基隆市仁愛區獅球路8-1號,25.1247142542386,121.737816929799,,付費對外場地租借,基隆市政府規畫興建的第1座運動中心，於2016年11月完工啟用，是鼓勵民眾運動與休閒的運動場館，讓基隆市民可以盡情運動的新天地，經營團隊將以「專業、服務、安全」之理念為民眾服務。
94,健身房,基隆市國民運動中心委由高線實業股份有限公司,02-24329986,基隆市仁愛區獅球路8-1號,25.1247142542386,121.737816929799,一二三四五六日,不開放對外場地租借,基隆市政府規畫興建的第1座運動中心，於2016年11月完工啟用，是鼓勵民眾運動與休閒的運動場館，讓基隆市民可以盡情運動的新天地，經營團隊將以「專業、服務、安全」之理念為民眾服務。
95,舞蹈教室,基隆市國民運動中心委由高線實業股份有限公司,02-24329986,基隆市仁愛區獅球路8-1號,25.1247142542386,121.737816929799,,付費對外場地租借,基隆市政府規畫興建的第1座運動中心，於2016年11月完工啟用，是鼓勵民眾運動與休閒的運動場館，讓基隆市民可以盡情運動的新天地，經營團隊將以「專業、服務、安全」之理念為民眾服務。
96,田徑/跑道,南榮國小田徑場,02-24223038,基隆市仁愛區南榮路321號,25.1190591272068,121.744163632393,六日,付費對外場地租借,本場興建於民國76年，位於南榮國小內，周邊另有兒童遊戲設施、戶外體健設施等休閒設施
97,籃球場,羽球場館,02-24223038,基隆市仁愛區龍安街326號,25.1206425290593,121.742044687271,一二三四五六日,付費對外場地租借,本校現址前身為力行中學，因力行中學招生狀況不佳，遂為市府收購。市府收購後，適逢本區三坑煤礦產業興盛，學區人口快速增加，為因應南榮國小校舍不足之問題，於民國五十一年八月於三坑地區成立尚智國民小學，由廖豐卿先生出任首任校長。 學校周邊舊名包含「三坑仔」、「豆菜寮」等地區，昔日鐵路以西丘陵地區盛產煤礦，招來不少礦工，社區人口快速成長，加上政府投入新式設備，產能曾達全國之 冠，班級數遂遞增至24班；但隨著民國六十四年煤礦停採後，社區人口即日漸外流，學生人數也漸減，班級數也遞減至今日六班之規模。 本校於109年7月31日停辦，現為南榮國小尚智校區。
98,活動中心/多功能空間,仁愛國小活動中心,02-24289131#32,基隆市仁愛區仁二路139號,25.1278695751137,121.746266484261,,不開放對外場地租借,本場(館)興建於民國72年，位於本校園內，可容納四百多人，可舉辦講座及畢業典禮。
99,籃球場,信義國小活動中心,02-24213960#30,基隆市仁愛區仁二路135號,25.1273838999344,121.746937036514,一二三四五六日,付費對外場地租借,本場興建於民國64年，位信義國小內，裡面有全場籃球場一座、另有四個籃球架可投籃、講台(舞台)一座
100,籃球場,獅球里籃球場,02-24301122,基隆市仁愛區獅球里獅球路169巷134號對面,25.1217936396124,121.73600435257,一二三四五六日,不開放對外場地租借,本場地的使用將以籃球等體育競賽為主，藝文活動為輔，期望未來可以協助推廣臺灣其他體育運動，並提供市民一個良好的休憩環境。
101,籃球場,吉仁里籃球場,02-24301122#315,基隆市仁愛區吉仁里南新街230號後方,25.1228670282901,121.744973659515,一二三四五六日,不開放對外場地租借,本場地的使用將以籃球等體育競賽為主，藝文活動為輔，期望未來可以協助推廣臺灣其他體育運動，並提供市民一個良好的休憩環境。
102,籃球場,銘傳國中體育館籃球場,02-24223120#30,基隆市仁愛區劉銘傳路132號,25.1234319499353,121.750627756118,六日,免費對外場地租借,"本校禮堂籃球場(1座)修建於民國66年，108年9月完成耐震補強工作,為學生平時上課教學活動空間,學校利用週會集合場所."
103,排球場,銘傳國中體育館籃球場,02-24223120#30,基隆市仁愛區劉銘傳路132號,25.1234319499353,121.750627756118,六日,免費對外場地租借,"本校禮堂籃球場(1座)修建於民國66年，108年9月完成耐震補強工作,為學生平時上課教學活動空間,學校利用週會集合場所."
104,足球場,尚智國小操場,02-24223362,基隆市仁愛區龍安街326號,25.1206619571755,121.742055416107,一二三四五六日,付費對外場地租借,本校現址前身為力行中學，因力行中學招生狀況不佳，遂為市府收購。市府收購後，適逢本區三坑煤礦產業興盛，學區人口快速增加，為因應南榮國小校舍不足之問題，於民國五十一年八月於三坑地區成立尚智國民小學，由廖豐卿先生出任首任校長。 學 校周邊舊名包含「三坑仔」、「豆菜寮」等地區，昔日鐵路以西丘陵地區盛產煤礦，招來不少礦工，社區人口快速成長，加上政府投入新式設備，產能曾達全國之 冠，班級數遂遞增至24班；但隨著民國六十四年煤礦停採後，社區人口即日漸外流，學生人數也漸減，班級數也遞減至今日六班之規模。
105,羽球場,成功國小學生活動中心,02-24313939#20,基隆市仁愛區獅球路6號,25.1261648467287,121.738981604576,六日,付費對外場地租借,目前正在興建中，無法對外開放，預計於112年7月完工
106,羽球場,南榮國中活動中心,02-24282188#22,基隆市仁愛區南榮路319巷36號,25.12018596744,121.745617389679,一二三四五六日,付費對外場地租借,本場(館)興建於民國64年，位於校內，內有籃球場，舞台，平時多功能使用，兼作禮堂等室內集會。
107,籃球場,武崙國中室外籃球場,02-24342456#21,基隆市安樂區武崙街205號,25.1375146841672,121.705824136734,一二三四五,不開放對外場地租借,本場興建於民國95年，一共有3座籃球場，總共有15面籃框
108,籃球場,隆聖國小田徑場,02-24311480#30,基隆市安樂區武隆街107號,25.156263644821,121.693485975266,一二三四五六日,免費對外場地租借,"本運動場為PU鋪面,平日提供學生教學學習及課餘時間民眾休憩利用"
109,田徑/跑道,隆聖國小田徑場,02-24311480#30,基隆市安樂區武隆街107號,25.156263644821,121.693485975266,一二三四五六日,免費對外場地租借,"本運動場為PU鋪面,平日提供學生教學學習及課餘時間民眾休憩利用"
110,籃球場,建德國小活動中心,02-24334216#1033,基隆市安樂區安和一街392號,25.124770934332,121.720898151398,六日,付費對外場地租借,本館主要做為羽球場使用（四座），附設二座半場籃球場。
111,羽球場,建德國小活動中心,02-24334216#1033,基隆市安樂區安和一街392號,25.124770934332,121.720898151398,一二三四五,付費對外場地租借,本館主要做為羽球場使用（四座），附設二座半場籃球場。
112,游泳池,基隆市立建德國中游泳池(館),02-24321234#31,基隆市安樂區安和一街29號,25.1283261080216,121.722046136856,六日,不開放對外場地租借,本校游泳池興建於民國86年，設置有25M教學池一座。於興建後又進行冷改溫工程，已完成。
113,籃球場,建德國中活動中心,02-24321234#35,基隆市安樂區安和一街29號,25.1263548283235,121.721194001148,,付費對外場地租借,本場(館)興建於民國年，位於校區內，周邊有停車位。  
114,田徑/跑道,建德國中田徑場,02-24321234#35,基隆市安樂區安和一街29號,25.1282703924813,121.722096742597,一二三四五六日,不開放對外場地租借,本場(館)興建於民國74年，位於校區內，在游泳池旁。
115,籃球場,建德國中籃球場,02-24321234#35,基隆市安樂區安和一街29號,25.1278307211704,121.722072958946,六日,付費對外場地租借,本場(館)興建於民國73年，位於校區內。
116,排球場,建德國中籃球場,02-24321234#35,基隆市安樂區安和一街29號,25.1278307211704,121.722072958946,六日,付費對外場地租借,本場(館)興建於民國73年，位於校區內。
117,羽球場,安樂國小學生活動中心,02-24220814,基隆市安樂區安一路177巷23號,25.1319734532813,121.730575561523,一二三四五六,付費對外場地租借,本場興建於民國74年，位為安樂國小內，內部建有四座羽球場，也可改成一座籃球場或排球場。
118,棒壘球場,基隆市立棒球場,02-24275518,基隆市安樂區基金一路129巷2號,25.1375535350299,121.712626218796,一二三四五六日,付費對外場地租借,"一、	基隆市立棒球場位於基隆市安樂區基金一路129巷1號，於76年4月完工啟用，面積44,158平方公尺，可容納觀眾800人。 二、	棒球場設施：現有器材室、播音室、管理員室及電子計分板等，供學校及各運動團體練習比賽使用。 "
